iter	RMSE
197	0.04736752671
198	0.04732335538
199	0.04721257895
200	0.04710637851
201	0.04702278257
202	0.04697582352
203	0.0468914902
204	0.04681039537
205	0.04672386461
206	0.04661400291
207	0.046592262
208	0.04652306148
209	0.04650639114
210	0.0464362532
211	0.04637169713
212	0.04630989403
213	0.04628324024
214	0.0462329479
215	0.04612651953
216	0.04606340892
217	0.0459362141
218	0.0458284541
219	0.04579717258
220	0.04579280597
221	0.04571298363
222	0.04562941968
223	0.0455997597
224	0.04550726914
225	0.04547397553
226	0.04537107441
227	0.0452719097
228	0.04525804677
229	0.0452213412
230	0.04514747377
231	0.04508958492
232	0.04507698678
233	0.04496847126
234	0.04487898585
235	0.04486351044
236	0.04479791146
237	0.04474284877
238	0.04470274465
239	0.04464772066
240	0.04456561145
241	0.04449587565
242	0.04447266633
243	0.04444761875
244	0.04439514424
245	0.04437696766
246	0.04430088875
247	0.04420664101
248	0.04419711285
249	0.04410335501
250	0.04409573568
251	0.04407851534
252	0.043996405
253	0.0438902702
254	0.04386196896
255	0.04385621687
256	0.04382669224
257	0.04378951556
258	0.04377562188
259	0.0437237114
260	0.04363319962
261	0.04356938611
262	0.04351167523
263	0.04350423777
264	0.04348638828
265	0.04348157498
266	0.04343317715
267	0.04341453471
268	0.04335571725
269	0.04324375011
270	0.04320649081
271	0.0431950615
272	0.04312292533
273	0.0431176105
274	0.04306944321
275	0.04305718815
276	0.04304552785
277	0.04303026751
278	0.04302070969
279	0.04297735712
280	0.04292713604
281	0.04289056561
282	0.04279897535
283	0.04277244048
284	0.04273765572
285	0.04266724182
286	0.042655111
287	0.04254813745
288	0.0425095665
289	0.04246470883
290	0.04245293596
291	0.04244682411
292	0.04242394361
293	0.04241291903
294	0.04240443394
295	0.04239185975
296	0.04235182345
297	0.04234375742
298	0.04233591894
299	0.04229490602
300	0.04225087265
301	0.04224224631
302	0.04223053103
303	0.04216936692
304	0.04208265123
305	0.04199783125
306	0.04199108873
307	0.04194024993
308	0.04193396689
309	0.0418791929
310	0.04187318334
311	0.04186719883
312	0.04183003051
313	0.04181963566
314	0.04173021257
315	0.04171264706
316	0.04162142347
317	0.04156398675
318	0.04153139399
319	0.04152154631
320	0.04142206709
321	0.04141625788
322	0.0413815696
323	0.04134022642
324	0.04130040438
325	0.04124282633
326	0.04123244073
327	0.04122920024
328	0.0412241282
329	0.04118221685
330	0.0411066563
331	0.04106652584
332	0.0410336018
333	0.04091222543
334	0.040905895
335	0.0408969205
336	0.04081676591
337	0.04079554993
338	0.04078902762
339	0.04068801995
340	0.04062460027
341	0.04060920588
342	0.04052758135
343	0.04047937635
344	0.04038844323
345	0.04038113046
346	0.04030319253
347	0.04022854592
348	0.04021341096
349	0.04017620749
350	0.04009793014
351	0.0400497602
352	0.04004118716
353	0.03992426043
354	0.03987228167
355	0.03976195317
356	0.03969611549
357	0.03960804228
358	0.03955608589
359	0.0394880545
360	0.03946290513
361	0.03942723095
362	0.03937756387
363	0.03927815787
364	0.0392704972
365	0.03919360271
366	0.03913734591
367	0.03910634603
368	0.03901061321
369	0.03898034131
370	0.03897667605
371	0.03891728005
372	0.03887626376
373	0.03878489692
374	0.03871051936
375	0.03867212793
376	0.03862557541
377	0.03855752407
378	0.03848113882
379	0.03842986291
380	0.03841003001
381	0.03838152785
382	0.0383030212
383	0.03823716638
384	0.03820253419
385	0.03815568288
386	0.03813527152
387	0.03806395671
388	0.03796599006
389	0.03787793186
390	0.03786147727
391	0.03781641576
392	0.03771362852
393	0.03762294064
394	0.03759606292
395	0.03756515138
396	0.03746725472
397	0.03745480016
398	0.03739449252
399	0.03730838371
400	0.03722992182
401	0.03717892142
402	0.03713592446
403	0.03707677676
404	0.0369916638
405	0.03698618041
406	0.03698085517
407	0.03697637285
408	0.03690473229
409	0.03690196273
410	0.03685764224
411	0.0368434202
412	0.03677502644
413	0.03670028626
414	0.03662144439
415	0.0365598541
416	0.03651833517
417	0.03648200752
418	0.03643706172
419	0.03636346731
420	0.03632163625
421	0.03630070179
422	0.03625906787
423	0.03622551876
424	0.03617867507
425	0.03612959594
426	0.03612325351
427	0.03604974222
428	0.03600908616
429	0.03595166857
430	0.03589289281
431	0.03582799892
432	0.03577125362
433	0.03567182738
434	0.03561725475
435	0.03556488602
436	0.03555829816
437	0.03547992729
438	0.03541358965
439	0.03537561062
440	0.0353610189
441	0.03528363766
442	0.03523690816
443	0.03514337455
444	0.03510620229
445	0.03505376325
446	0.0350218404
447	0.03492608135
448	0.03485487817
449	0.0347928133
450	0.03473359424
451	0.03464698141
452	0.03459785139
453	0.0345188604
454	0.03442654151
455	0.03433514566
456	0.03426736126
457	0.0341767697
458	0.03410418869
459	0.03410153407
460	0.03404840902
461	0.0340053106
462	0.03394309794
463	0.03387791281
464	0.03382711452
465	0.03380507161
466	0.03376388929
467	0.03376135088
468	0.03370147496
469	0.03364802456
470	0.03357812765
471	0.0335442939
472	0.03349398917
473	0.03345650065
474	0.03342178906
475	0.03340633986
476	0.03331925751
477	0.03327777075
478	0.03320995148
479	0.03314482417
480	0.03310350788
481	0.03304364805
482	0.03297582963
483	0.03296990192
484	0.03291618337
485	0.03287654298
486	0.03283238165
487	0.03279356464
488	0.03276460108
489	0.03269886026
490	0.03265245725
491	0.0325824673
492	0.0325443865
493	0.03248495152
494	0.0324171145
495	0.03237190956
496	0.03230342587
497	0.03224743864
498	0.03216677343
499	0.0321228765
500	0.03209901569
501	0.03202916603
502	0.03195596144
503	0.03193419286
504	0.0318935454
505	0.03185804921
506	0.03183553398
507	0.03177925983
508	0.03172360922
509	0.03167192979
510	0.03164190092
511	0.03161959065
512	0.03155691856
513	0.03149848735
514	0.03146429728
515	0.03143813824
516	0.03141612976
517	0.03136126213
518	0.03130727694
519	0.0312919736
520	0.03128779899
521	0.03126777915
522	0.03122836885
523	0.03120677004
524	0.03115047602
525	0.03111081984
526	0.0310638109
527	0.03104593656
528	0.0310182295
529	0.03098071909
530	0.03094042934
531	0.03092292247
532	0.03089166306
533	0.0308675687
534	0.03084971959
535	0.03079789221
536	0.0307927171
537	0.03076556547
538	0.03074596074
539	0.03071093189
540	0.03065037125
541	0.03061238354
542	0.0305686401
543	0.03053445157
544	0.03046014223
545	0.0304218624
546	0.03034286748
547	0.03029018864
548	0.03026349393
549	0.03022980557
550	0.03021260539
551	0.03018549065
552	0.03012842229
553	0.03007914387
554	0.03006136561
555	0.0300300392
556	0.02997795654
557	0.029950936
558	0.02990897847
559	0.02983457706
560	0.02979601451
561	0.02977249209
562	0.02972868247
563	0.02970107108
564	0.02967365193
565	0.02964820285
566	0.02959476102
567	0.02953024484
568	0.0295052125
569	0.02945316733
570	0.02940174172
571	0.02935551332
572	0.02932680678
573	0.02928398264
574	0.02925119634
575	0.02919410642
576	0.02914426294
577	0.02911150803
578	0.02909383482
579	0.02903629423
580	0.0290354411
581	0.02901389857
582	0.02895823485
583	0.02889850847
584	0.02885378622
585	0.02883959901
586	0.02878452611
587	0.02875625338
588	0.02870154581
589	0.02866676809
590	0.02861470088
591	0.02858609388
592	0.02850734882
593	0.02848619438
594	0.0284678046
595	0.02843362555
596	0.02839044277
597	0.02837451892
598	0.02836968355
599	0.02833380766
600	0.0282831877
601	0.02826448911
602	0.02824289398
603	0.02820851795
604	0.02817273341
605	0.02815545208
606	0.02813417804
607	0.02811277379
608	0.0280633446
609	0.02800813606
610	0.02797797436
611	0.02793440033
612	0.02789796153
613	0.02787742958
614	0.02784282091
615	0.02782893982
616	0.02780110318
617	0.02779640944
618	0.0277595018
619	0.02771838514
620	0.02769157603
621	0.02765775025
622	0.02764410468
623	0.02762670699
624	0.02758436677
625	0.02754376975
626	0.02752064823
627	0.02748975555
628	0.02746171982
629	0.02741907788
630	0.02738165339
631	0.0273606792
632	0.02730813591
633	0.02726499281
634	0.02724951545
635	0.02722222984
636	0.0271877925
637	0.02714375391
638	0.02710580272
639	0.02703877602
640	0.0270188724
641	0.02696420423
642	0.02692528498
643	0.02688138312
644	0.02684545077
645	0.02677568312
646	0.02673706417
647	0.02669449467
648	0.0266600617
649	0.0266377815
650	0.02659946526
651	0.02658676745
652	0.02655657682
653	0.02653449372
654	0.02651507862
655	0.02648386794
656	0.02646067337
657	0.02642622566
658	0.02636615537
659	0.02632779859
660	0.02626012634
661	0.02620820273
662	0.02615169018
663	0.02611098997
664	0.0260906349
665	0.02602873532
666	0.0259629983
667	0.02589881886
668	0.02584042567
669	0.02580566427
670	0.02576401977
671	0.02570941342
672	0.02566216605
673	0.02563911584
674	0.02562690001
675	0.0256043956
676	0.02556996067
677	0.02554864847
678	0.02552916043
679	0.02547836684
680	0.02543721064
681	0.02542694012
682	0.02540645027
683	0.02537089993
684	0.02534867604
685	0.02532361734
686	0.0253074859
687	0.02529882506
688	0.02527839739
689	0.02523090733
690	0.02521172107
691	0.02516230541
692	0.02514262794
693	0.02512899048
694	0.02508186234
695	0.02507697191
696	0.02506492679
697	0.02503906919
698	0.02502748551
699	0.02499995023
700	0.02497711615
701	0.02495548883
702	0.024912208
703	0.02486247921
704	0.02483906706
705	0.02483587049
706	0.02481187459
707	0.02478419508
708	0.02473921257
709	0.024720733
710	0.02470638323
711	0.02470348563
712	0.02468798658
713	0.02467532309
714	0.02466175314
715	0.02462293131
716	0.0245781865
717	0.02454048506
718	0.02453488196
719	0.02450241881
720	0.02448303842
721	0.02447322804
722	0.02446962232
723	0.02444211045
724	0.02442448837
725	0.02440190736
726	0.02438900644
727	0.02434258554
728	0.0243194809
729	0.02429122487
730	0.0242592328
731	0.02423130999
732	0.0241726415
733	0.02414654321
734	0.02410480295
735	0.02407354901
736	0.02403478961
737	0.02402302628
738	0.02397751428
739	0.02393987082
740	0.02391971064
741	0.02388473585
742	0.0238640902
743	0.02383259407
744	0.02382577735
745	0.02380372951
746	0.02377183773
747	0.02376150377
748	0.02373201519
749	0.02370279266
750	0.02369529508
751	0.02366372091
752	0.02365314542
753	0.0236239246
754	0.02360443501
755	0.02356557965
756	0.02354704286
757	0.02351678005
758	0.02350642352
759	0.0234980902
760	0.02349129039
761	0.02345180731
762	0.02340463382
763	0.02340263867
764	0.02337494967
765	0.02334858715
766	0.02331367329
767	0.02326034904
768	0.02324881144
769	0.02322237223
770	0.02320882955
771	0.02316931855
772	0.02314153145
773	0.023125799
774	0.02310079482
775	0.02307914414
776	0.02304315146
777	0.02302027991
778	0.02295338023
779	0.02294326233
780	0.02290257563
781	0.02288725508
782	0.02283716041
783	0.022831635
784	0.02281274784
785	0.02281017905
786	0.02279644131
787	0.02278392674
788	0.02277539662
789	0.02272195353
790	0.02270950189
791	0.02269998328
792	0.02267218596
793	0.02265786554
794	0.02265571885
795	0.02265490807
796	0.02263194706
797	0.02261714702
798	0.02256754111
799	0.02255499051
800	0.02253771707
801	0.0225243638
802	0.02249875048
803	0.02244022335
804	0.022432168
805	0.02242438702
806	0.02242344568
807	0.02241866772
808	0.02240182204
809	0.02238963702
810	0.0223325201
811	0.02232243978
812	0.02232042806
813	0.02230266774
814	0.02227034739
815	0.02226355653
816	0.02224290878
817	0.02222353823
818	0.02216968188
819	0.02216386753
820	0.02214931553
821	0.02214855392
822	0.02211354381
823	0.02208661183
824	0.02207813725
825	0.02205702286
826	0.02201566273
827	0.02201493758
828	0.02199586009
829	0.0219711089
830	0.02196730752
831	0.02195580687
832	0.02190053346
833	0.02189961417
834	0.02188484043
835	0.0218376371
836	0.02178508129
837	0.02177600284
838	0.02174280597
839	0.02172693887
840	0.02170566876
841	0.02169386809
842	0.02169304634
843	0.02167164286
844	0.02166466265
845	0.0216363331
846	0.0216033802
847	0.02157278052
848	0.0215656993
849	0.02155873021
850	0.02153765173
851	0.02149677404
852	0.02147520247
853	0.02145295155
854	0.02143066222
855	0.02141367474
856	0.0213828459
857	0.02135652877
858	0.02133060384
859	0.02131731808
860	0.02129222362
861	0.02129153567
862	0.02125750276
863	0.02122442904
864	0.02120494916
865	0.02118522061
866	0.02116235537
867	0.02114326184
868	0.02113705566
869	0.02110906844
870	0.02106611802
871	0.02105825221
872	0.0210157411
873	0.02098389829
874	0.0209746868
875	0.02094500213
876	0.0209242597
877	0.02090560324
878	0.02088584844
879	0.02087701784
880	0.02087084182
881	0.02085320485
882	0.02083607776
883	0.02081000897
884	0.02077436617
885	0.02074281514
886	0.02072164872
887	0.02069882148
888	0.02066705051
889	0.02064550766
890	0.02062586248
891	0.02061328829
892	0.0205914486
893	0.02057831848
894	0.02054361334
895	0.0205263734
896	0.02051833726
897	0.02048821759
898	0.02048744692
899	0.02045348028
900	0.02043284073
901	0.02040614964
902	0.02040537374
903	0.02038070666
904	0.02036411565
905	0.02033665878
906	0.02032180174
907	0.0202874353
908	0.02027107711
909	0.02026414611
910	0.02022226345
911	0.02019806959
912	0.02016922602
913	0.02014979488
914	0.0201481183
915	0.0201460201
916	0.02012029213
917	0.02010424073
918	0.02008871805
919	0.02006293238
920	0.02004681081
921	0.0200278983
922	0.01999724352
923	0.01995872201
924	0.01993679088
925	0.01991497884
926	0.01988816439
927	0.01986747496
928	0.0198667275
929	0.01984323839
930	0.01984183091
931	0.0198168796
932	0.01981300577
933	0.01978679877
934	0.01975309977
935	0.01971813323
936	0.01971251293
937	0.01969738293
938	0.01968240505
939	0.01965518622
940	0.01964558827
941	0.01964251204
942	0.01963487026
943	0.01959761632
944	0.01958689087
945	0.01953453499
946	0.01952140805
947	0.01951389247
948	0.01949391047
949	0.01946531762
950	0.0194328256
951	0.0194187728
952	0.01938601991
953	0.01937720809
954	0.01936380739
955	0.01932966757
956	0.01932817428
957	0.01932726197
958	0.01931821423
959	0.01927213649
960	0.01924820966
961	0.0192389385
962	0.01921504945
963	0.01918149133
964	0.0191586198
965	0.01912859409
966	0.0191048847
967	0.0190907096
968	0.01909011649
969	0.01908677888
970	0.01907850739
971	0.01905723467
972	0.01905587585
973	0.0190395493
974	0.01901148372
975	0.01898608234
976	0.01897569511
977	0.01896010122
978	0.01892627676
979	0.01888062666
980	0.01885374631
981	0.01884132955
982	0.01883749057
983	0.01881363725
984	0.01879933535
985	0.01877683823
986	0.01876501719
987	0.0187458431
988	0.01873814611
989	0.0187255432
990	0.01871025619
991	0.01869281153
992	0.01867396788
993	0.01866513351
994	0.01864501055
995	0.01863303681
996	0.01861638316
997	0.01859409828
998	0.01858575474
999	0.01858307289
